,,,15AX-JPM27,,宇宙人馬,,效果怪獸,,等級4,,闇,,獸戰士族,,普卡,,1800,,1900,,63749102,,內容,
,,,15AX-JPM28,,D.D.暗殺者,,效果怪獸,,等級4,,地,,戰士族,,半鑽,,1700,,1600,,70074904,,內容,
,,,15AX-JPM28N,,D.D.暗殺者,,效果怪獸,,等級4,,地,,戰士族,,普卡字紋鑽,,1700,,1600,,70074904,,內容,
,,,15AX-JPM29N,,死亡鐮刀手,,效果怪獸,,等級3,,炎,,植物族,,普卡字紋鑽,,1600,,100,,39180960,,內容,
,,,15AX-JPM29,,死亡鐮刀手,,效果怪獸,,等級3,,炎,,植物族,,普卡,,1600,,100,,39180960,,內容,
,,,15AX-JPM30N,,打哈欠的女神,,效果怪獸,,等級3,,光,,天使族,,普卡字紋鑽,,950,,700,,67959180,,內容,
,,,15AX-JPM30,,打哈欠的女神,,效果怪獸,,等級3,,光,,天使族,,普卡,,950,,700,,67959180,,內容,
,,,15AX-JPM31N,,殺手蛇(不死蛇),,效果怪獸,,等級1,,水,,爬蟲類族,,普卡字紋鑽,,300,,250,,08131171,,內容,
,,,15AX-JPM31,,殺手蛇(不死蛇),,效果怪獸,,等級1,,水,,爬蟲類族,,半鑽,,300,,250,,08131171,,內容,
,,,15AX-JPM32N,,耶拉,,儀式怪獸,,等級8,,闇,,惡魔族,,普卡字紋鑽,,2800,,2300,,69123138,,內容,
,,,15AX-JPM32,,耶拉,,儀式怪獸,,等級8,,闇,,惡魔族,,普卡,,2800,,2300,,69123138,,內容,
,,,15AX-JPM33N,,超級戰獅,,儀式怪獸,,等級7,,地,,獸族,,普卡字紋鑽,,2300,,2100,,33951077,,內容,
,,,15AX-JPM33,,超級戰獅,,儀式怪獸,,等級7,,地,,獸族,,普卡,,2300,,2100,,33951077,,內容,
,,,15AX-JPM34N,,究極龍騎士,,融合怪獸,,等級12,,光,,龍族,,普卡字紋鑽,,5000,,5000,,62873545,,內容,
,,,15AX-JPM34,,究極龍騎士,,融合怪獸,,等級12,,光,,龍族,,半鑽,,5000,,5000,,62873545,,內容,
,,,15AX-JPM35N,,千年龍,,融合怪獸,,等級7,,風,,龍族,,普卡字紋鑽,,2400,,2000,,-,,內容,
,,,15AX-JPM35,,千年龍,,融合怪獸,,等級7,,風,,龍族,,普卡,,2400,,2000,,-,,內容,
,,,15AX-JPM36N,,騎著寶貝龍的龍神戰士,,融合怪獸,,等級5,,風,,龍族,,普卡字紋鑽,,1700,,1500,,03366982,,內容,
,,,15AX-JPM36,,騎著寶貝龍的龍神戰士,,融合怪獸,,等級5,,風,,龍族,,普卡,,1700,,1500,,03366982,,內容,
,,,15AX-JPM37N,,炎之劍士,,融合怪獸,,等級5,,炎,,戰士族,,普卡字紋鑽,,1800,,1600,,45231177,,內容,
,,,15AX-JPM37,,炎之劍士,,融合怪獸,,等級5,,炎,,戰士族,,普卡,,1800,,1600,,45231177,,內容,
,,,15AX-JPM38N,,死者蘇生,,通常魔法,,,,魔,,,,普卡字紋鑽,,,,,,83764718,,內容,
,,,15AX-JPM38,,死者蘇生,,通常魔法,,,,魔,,,,半鑽,,,,,,83764718,,內容,
,,,15AX-JPM39N,,天使的骰子,,速攻魔法,,,,魔,,,,普卡字紋鑽,,,,,,74137509,,內容,
,,,15AX-JPM39,,天使的骰子,,速攻魔法,,,,魔,,,,普卡,,,,,,74137509,,內容,
,,,15AX-JPM40N,,火焰令牌,,裝備魔法,,,,魔,,,,普卡字紋鑽,,,,,,32268901,,內容,
,,,15AX-JPM40,,火焰令牌,,裝備魔法,,,,魔,,,,普卡,,,,,,32268901,,內容,
,,,15AX-JPM41N,,賢者的寶石,,通常魔法,,,,魔,,,,普卡字紋鑽,,,,,,13604200,,內容,
,,,15AX-JPM41,,賢者的寶石,,通常魔法,,,,魔,,,,半鑽,,,,,,13604200,,內容,
,,,15AX-JPM42N,,電子盔甲,,裝備魔法,,,,魔,,,,普卡字紋鑽,,,,,,63224564,,內容,
,,,15AX-JPM42,,電子盔甲,,裝備魔法,,,,魔,,,,普卡,,,,,,63224564,,內容,
,,,15AX-JPM43N,,王家的神殿,,永續魔法,,,,魔,,,,普卡字紋鑽,,,,,,29762407,,內容,
,,,15AX-JPM43,,王家的神殿,,永續魔法,,,,魔,,,,半鑽,,,,,,29762407,,內容,
,,,15AX-JPM44N,,遺言的假面,,通常魔法,,,,魔,,,,普卡字紋鑽,,,,,,22610082,,內容,
,,,15AX-JPM44,,遺言的假面,,通常魔法,,,,魔,,,,普卡,,,,,,22610082,,內容,
,,,15AX-JPM45N,,融合,,通常魔法,,,,魔,,,,普卡字紋鑽,,,,,,24094653,,內容,
,,,15AX-JPM45,,融合,,通常魔法,,,,魔,,,,半鑽,,,,,,24094653,,內容,
,,,15AX-JPM46N,,舊神之印,,通常魔法,,,,魔,,,,普卡字紋鑽,,,,,,97809599,,內容,
,,,15AX-JPM46,,舊神之印,,通常魔法,,,,魔,,,,普卡,,,,,,97809599,,內容,
,,,15AX-JPM47N,,神鷹羽毛掃,,通常魔法,,,,魔,,,,普卡字紋鑽,,,,,,18144506,,內容,
,,,15AX-JPM47,,神鷹羽毛掃,,通常魔法,,,,魔,,,,普卡,,,,,,18144506,,內容,
,,,15AX-JPM48N,,惡魔的骰子,,通常陷阱,,,,罠,,,,普卡字紋鑽,,,,,,00126218,,內容,
,,,15AX-JPM48,,惡魔的骰子,,通常陷阱,,,,罠,,,,普卡,,,,,,00126218,,內容,
,,,15AX-JPM49N,,魔術臂盾,,通常陷阱,,,,罠,,,,普卡字紋鑽,,,,,,96008713,,內容,
,,,15AX-JPM49,,魔術臂盾,,通常陷阱,,,,罠,,,,普卡,,,,,,96008713,,內容,
,,,15AX-JPM50N,,鎖鍊飛鏢,,通常陷阱,,,,罠,,,,普卡字紋鑽,,,,,,37390589,,內容,
,,,15AX-JPM50,,鎖鍊飛鏢,,通常陷阱,,,,罠,,,,普卡,,,,,,37390589,,內容,
,,,15AX-JPM51N,,現世與冥界的逆轉,,通常陷阱,,,,罠,,,,普卡字紋鑽,,,,,,17484499,,內容,
,,,15AX-JPM51,,現世與冥界的逆轉,,通常陷阱,,,,罠,,,,半鑽,,,,,,17484499,,內容,
,,,15AX-JPM52N,,金屬化魔法反射裝甲,,通常陷阱,,,,罠,,,,普卡字紋鑽,,,,,,68540058,,內容,
,,,15AX-JPM52,,金屬化魔法反射裝甲,,通常陷阱,,,,罠,,,,普卡,,,,,,68540058,,內容,
,,,15AX-JPM53N,,來自黑暗的陷阱,,通常陷阱,,,,罠,,,,普卡字紋鑽,,,,,,79766336,,內容,
,,,15AX-JPM53,,來自黑暗的陷阱,,通常陷阱,,,,罠,,,,普卡,,,,,,79766336,,內容,
,,,15AX-JPM54N,,萬能地雷,,通常陷阱,,,,罠,,,,普卡字紋鑽,,,,,,77754944,,內容,
,,,15AX-JPM54,,萬能地雷,,通常陷阱,,,,罠,,,,普卡,,,,,,77754944,,內容,
,,,15AX-JPM55N,,伊塔庫亞的暴風,,通常陷阱,,,,罠,,,,普卡字紋鑽,,,,,,59744639,,內容,
,,,15AX-JPM55,,伊塔庫亞的暴風,,通常陷阱,,,,罠,,,,普卡,,,,,,59744639,,內容,
,,,15AX-JPM56N,,水的合唱,,永續陷阱,,,,罠,,,,普卡字紋鑽,,,,,,95132338,,內容,
,,,15AX-JPM56,,水的合唱,,永續陷阱,,,,罠,,,,普卡,,,,,,95132338,,內容,
,,,15AX-JPM57N,,邪神伊雷薩,,效果怪獸,,等級10,,闇,,惡魔族,,普卡字紋鑽,,?,,?,,57793869,,內容,
,,,15AX-JPM57,,邪神伊雷薩,,效果怪獸,,等級10,,闇,,惡魔族,,半鑽,,?,,?,,57793869,,內容,
,,,15AX-JPM58N,,邪神恐懼根源,,效果怪獸,,等級10,,闇,,惡魔族,,普卡字紋鑽,,4000,,4000,,62180201,,內容,
,,,15AX-JPM58,,邪神恐懼根源,,效果怪獸,,等級10,,闇,,惡魔族,,半鑽,,4000,,4000,,62180201,,內容,
,,,15AX-JPM59N,,邪神阿巴塔,,效果怪獸,,等級10,,闇,,惡魔族,,普卡字紋鑽,,?,,?,,21208154,,內容,
,,,15AX-JPM59,,邪神阿巴塔,,效果怪獸,,等級10,,闇,,惡魔族,,半鑽,,?,,?,,21208154,,內容,
,,,15AX-JPY01N,,黑魔導,,通常怪獸,,等級7,,闇,,魔法使族,,普卡字紋鑽,,2500,,2100,,46986414,,內容,
,,,15AX-JPY01,,黑魔導,,通常怪獸,,等級7,,闇,,魔法使族,,半鑽,,2500,,2100,,46986414,,內容,
,,,15AX-JPY02N,,黑.爆.裂.破.魔.導,,速攻魔法,,,,魔,,,,普卡字紋鑽,,,,,,75190122,,內容,
,,,15AX-JPY02,,黑.爆.裂.破.魔.導,,速攻魔法,,,,魔,,,,半鑽,,,,,,75190122,,內容,
,,,15AX-JPY03N,,永遠之魂,,永續陷阱,,,,罠,,,,普卡字紋鑽,,,,,,48680970,,內容,
,,,15AX-JPY03,,永遠之魂,,永續陷阱,,,,罠,,,,半鑽,,,,,,48680970,,內容,
,,,15AX-JPY04N,,黑魔族復活之棺,,通常陷阱,,,,罠,,,,普卡字紋鑽,,,,,,09287078,,內容,
,,,15AX-JPY04,,黑魔族復活之棺,,通常陷阱,,,,罠,,,,普卡,,,,,,09287078,,內容,
,,,15AX-JPY05N,,暗黑騎士蓋亞,,通常怪獸,,等級7,,地,,戰士族,,普卡字紋鑽,,2300,,2100,,06368038,,內容,
,,,15AX-JPY05,,暗黑騎士蓋亞,,通常怪獸,,等級7,,地,,戰士族,,半鑽,,2300,,2100,,06368038,,內容,
,,,15AX-JPY06N,,惡魔的召喚,,通常怪獸,,等級6,,闇,,惡魔族,,普卡字紋鑽,,2500,,1200,,70781052,,內容,
,,,15AX-JPY06,,惡魔的召喚,,通常怪獸,,等級6,,闇,,惡魔族,,半鑽,,2500,,1200,,70781052,,內容,
,,,15AX-JPY07N,,青眼白龍,,通常怪獸,,等級8,,光,,龍族,,普卡字紋鑽,,3000,,2500,,89631139,,內容,
,,,15AX-JPY07,,青眼白龍,,通常怪獸,,等級8,,光,,龍族,,半鑽,,3000,,2500,,89631139,,內容,
,,,15AX-JPY08N,,血戰士,,通常怪獸,,等級4,,闇,,獸戰士族,,普卡字紋鑽,,1900,,1200,,14898066,,內容,
,,,15AX-JPY08,,血戰士,,通常怪獸,,等級4,,闇,,獸戰士族,,普卡,,1900,,1200,,14898066,,內容,
,,,15AX-JPY09N,,神燈精靈,,通常怪獸,,等級4,,闇,,惡魔族,,普卡字紋鑽,,1800,,1000,,97590747,,內容,
,,,15AX-JPY09,,神燈精靈,,通常怪獸,,等級4,,闇,,惡魔族,,普卡,,1800,,1000,,97590747,,內容,
,,,15AX-JPY10N,,黑的魔法神官,,效果怪獸,,等級9,,闇,,魔法使族,,普卡字紋鑽,,3200,,2800,,88619463,,內容,
,,,15AX-JPY10,,黑的魔法神官,,效果怪獸,,等級9,,闇,,魔法使族,,半鑽,,3200,,2800,,88619463,,內容,
,,,15AX-JPY11N,,嵌合獅身蠍尾獸,,效果怪獸,,等級8,,地,,獸族,,普卡字紋鑽,,2800,,2500,,08483333,,內容,
,,,15AX-JPY11,,嵌合獅身蠍尾獸,,效果怪獸,,等級8,,地,,獸族,,普卡,,2800,,2500,,08483333,,內容,
,,,15AX-JPY12N,,紐特,,效果怪獸,,等級4,,風,,惡魔族,,普卡字紋鑽,,1900,,400,,78636495,,內容,
,,,15AX-JPY12,,紐特,,效果怪獸,,等級4,,風,,惡魔族,,普卡,,1900,,400,,78636495,,內容,
,,,15AX-JPY13N,,操縱死靈的傀儡大師,,效果怪獸,,等級6,,闇,,惡魔族,,普卡字紋鑽,,0,,0,,41442341,,內容,
,,,15AX-JPY13,,操縱死靈的傀儡大師,,效果怪獸,,等級6,,闇,,惡魔族,,普卡,,0,,0,,41442341,,內容,
,,,15AX-JPY14N,,萬力魔神,,效果怪獸,,等級4,,闇,,惡魔族,,普卡字紋鑽,,500,,1200,,56043446,,內容,
,,,15AX-JPY14,,萬力魔神,,效果怪獸,,等級4,,闇,,惡魔族,,普卡,,500,,1200,,56043446,,內容,
,,,15AX-JPY15N,,凱尼亞,,效果怪獸,,等級4,,闇,,不死族,,普卡字紋鑽,,1300,,1200,,77936940,,內容,
,,,15AX-JPY15,,凱尼亞,,效果怪獸,,等級4,,闇,,不死族,,普卡,,1300,,1200,,77936940,,內容,
,,,15AX-JPY16N,,殭屍鬼面(殭屍哥布林),,效果怪獸,,等級4,,闇,,不死族,,普卡字紋鑽,,1100,,1050,,63665875,,內容,
,,,15AX-JPY16,,殭屍鬼面(殭屍哥布林),,效果怪獸,,等級4,,闇,,不死族,,半鑽,,1100,,1050,,63665875,,內容,
,,,15AX-JPY17N,,聖獸塞爾凱特,,效果怪獸,,等級6,,地,,天使族,,普卡字紋鑽,,2500,,2000,,89194033,,內容,
,,,15AX-JPY17,,聖獸塞爾凱特,,效果怪獸,,等級6,,地,,天使族,,普卡,,2500,,2000,,89194033,,內容,
,,,15AX-JPY18N,,門的守護者,,效果怪獸,,等級11,,闇,,戰士族,,普卡字紋鑽,,3750,,3400,,25833572,,內容,
,,,15AX-JPY18,,門的守護者,,效果怪獸,,等級11,,闇,,戰士族,,普卡,,3750,,3400,,25833572,,內容,
,,,15AX-JPY19N,,奧雷卡爾克斯修羅諾斯,,效果怪獸,,等級10,,闇,,機械族,,普卡字紋鑽,,?,,0,,07634581,,內容,
,,,15AX-JPY19,,奧雷卡爾克斯修羅諾斯,,效果怪獸,,等級10,,闇,,機械族,,普卡,,?,,0,,07634581,,內容,
,,,15AX-JPY20N,,獸神機王巴爾巴洛斯Ur,,效果怪獸,,等級8,,地,,獸戰士族,,普卡字紋鑽,,3800,,1200,,19028307,,內容,
,,,15AX-JPY20,,獸神機王巴爾巴洛斯Ur,,效果怪獸,,等級8,,地,,獸戰士族,,普卡,,3800,,1200,,19028307,,內容,
,,,15AX-JPY21N,,神獸王巴爾巴洛斯,,效果怪獸,,等級8,,地,,獸戰士族,,普卡字紋鑽,,3000,,1200,,78651105,,內容,
,,,15AX-JPY21,,神獸王巴爾巴洛斯,,效果怪獸,,等級8,,地,,獸戰士族,,半鑽,,3000,,1200,,78651105,,內容,
,,,15AX-JPY22N,,神機王Ur,,效果怪獸,,等級4,,地,,機械族,,普卡字紋鑽,,1600,,1500,,96938777,,內容,
,,,15AX-JPY22,,神機王Ur,,效果怪獸,,等級4,,地,,機械族,,普卡,,1600,,1500,,96938777,,內容,
,,,15AX-JPY23N,,威嚇馬達Ω,,效果怪獸,,等級8,,闇,,機械族,,普卡字紋鑽,,2800,,2000,,82556058,,內容,
,,,15AX-JPY23,,威嚇馬達Ω,,效果怪獸,,等級8,,闇,,機械族,,普卡,,2800,,2000,,82556058,,內容,
,,,15AX-JPY24N,,城門,,效果怪獸,,等級6,,地,,岩石族,,普卡字紋鑽,,0,,2400,,36931229,,內容,
,,,15AX-JPY24,,城門,,效果怪獸,,等級6,,地,,岩石族,,普卡,,0,,2400,,36931229,,內容,
,,,15AX-JPY25N,,澤塔網罟星人,,效果怪獸,,等級7,,闇,,天使族,,普卡字紋鑽,,2400,,2100,,64382839,,內容,
,,,15AX-JPY25,,澤塔網罟星人,,效果怪獸,,等級7,,闇,,天使族,,普卡,,2400,,2100,,64382839,,內容,
,,,15AX-JPY26N,,慾望古艾薩,,效果怪獸,,等級7,,闇,,惡魔族,,普卡字紋鑽,,?,,?,,50263751,,內容,
,,,15AX-JPY26,,慾望古艾薩,,效果怪獸,,等級7,,闇,,惡魔族,,普卡,,?,,?,,50263751,,內容,
,,,15AX-JPY27N,,森之番人綠狒狒,,效果怪獸,,等級7,,地,,獸族,,普卡字紋鑽,,2600,,1800,,46668237,,內容,
,,,15AX-JPY27,,森之番人綠狒狒,,效果怪獸,,等級7,,地,,獸族,,半鑽,,2600,,1800,,46668237,,內容,
,,,15AX-JPY28N,,突變超腦人,,效果怪獸,,等級6,,闇,,魔法使族,,普卡字紋鑽,,0,,2500,,11508758,,內容,
,,,15AX-JPY28,,突變超腦人,,效果怪獸,,等級6,,闇,,魔法使族,,普卡,,0,,2500,,11508758,,內容,
,,,15AX-JPY29N,,殺手螳螂,,效果怪獸,,等級8,,風,,昆虫族,,普卡字紋鑽,,2300,,1600,,66973070,,內容,
,,,15AX-JPY29,,殺手螳螂,,效果怪獸,,等級8,,風,,昆虫族,,普卡,,2300,,1600,,66973070,,內容,
,,,15AX-JPY30N,,木偶國王,,效果怪獸,,等級7,,地,,戰士族,,普卡字紋鑽,,2800,,2600,,03167573,,內容,
,,,15AX-JPY30,,木偶國王,,效果怪獸,,等級7,,地,,戰士族,,普卡,,2800,,2600,,03167573,,內容,
,,,15AX-JPY31N,,黑魔導騎士,,效果怪獸,,等級7,,闇,,戰士族,,普卡字紋鑽,,2500,,2100,,50725996,,內容,
,,,15AX-JPY31,,黑魔導騎士,,效果怪獸,,等級7,,闇,,戰士族,,半鑽,,2500,,2100,,50725996,,內容,
,,,15AX-JPY32N,,無限真理,,效果怪獸,,等級7,,光,,機械族,,普卡字紋鑽,,2500,,2000,,43580269,,內容,
,,,15AX-JPY32,,無限真理,,效果怪獸,,等級7,,光,,機械族,,普卡,,2500,,2000,,43580269,,內容,
,,,15AX-JPY33N,,煉獄鐵鎚,,效果怪獸,,等級6,,闇,,惡魔族,,普卡字紋鑽,,2400,,0,,17185260,,內容,
,,,15AX-JPY33,,煉獄鐵鎚,,效果怪獸,,等級6,,闇,,惡魔族,,普卡,,2400,,0,,17185260,,內容,
,,,15AX-JPY34N,,雙頭魔獸,,效果怪獸,,等級6,,炎,,獸族,,普卡字紋鑽,,1700,,1900,,82035781,,內容,
,,,15AX-JPY34,,雙頭魔獸,,效果怪獸,,等級6,,炎,,獸族,,普卡,,1700,,1900,,82035781,,內容,
,,,15AX-JPY35N,,電磁跳蚤蟲,,效果怪獸,,等級3,,光,,昆虫族,,普卡字紋鑽,,200,,1400,,07914843,,內容,
,,,15AX-JPY35,,電磁跳蚤蟲,,效果怪獸,,等級3,,光,,昆虫族,,普卡,,200,,1400,,07914843,,內容,
,,,15AX-JPY36N,,六劍獸,,儀式怪獸,,等級7,,闇,,戰士族,,普卡字紋鑽,,2550,,2150,,90844184,,內容,
,,,15AX-JPY36,,六劍獸,,儀式怪獸,,等級7,,闇,,戰士族,,普卡,,2550,,2150,,90844184,,內容,
,,,15AX-JPY37N,,惡魔鏡,,儀式怪獸,,等級6,,闇,,惡魔族,,普卡字紋鑽,,2100,,1800,,31890399,,內容,
,,,15AX-JPY37,,惡魔鏡,,儀式怪獸,,等級6,,闇,,惡魔族,,普卡,,2100,,1800,,31890399,,內容,
,,,15AX-JPY38N,,超魔導劍士斬龍黑魔導(超魔導劍士黑騎士),,融合怪獸,,等級8,,闇,,魔法使族,,普卡字紋鑽,,2900,,2400,,98502113,,內容,
,,,15AX-JPY38,,超魔導劍士斬龍黑魔導(超魔導劍士黑騎士),,融合怪獸,,等級8,,闇,,魔法使族,,半鑽,,2900,,2400,,98502113,,內容,
,,,15AX-JPY39N,,秘儀騎士鬼牌,,融合怪獸,,等級9,,光,,戰士族,,普卡字紋鑽,,3800,,2500,,06150044,,內容,
,,,15AX-JPY39,,秘儀騎士鬼牌,,融合怪獸,,等級9,,光,,戰士族,,半鑽,,3800,,2500,,06150044,,內容,
,,,15AX-JPY40N,,XYZ-飛龍加農砲,,融合怪獸,,等級8,,光,,機械族,,普卡字紋鑽,,2800,,2600,,91998119,,內容,
,,,15AX-JPY40,,XYZ-飛龍加農砲,,融合怪獸,,等級8,,光,,機械族,,普卡,,2800,,2600,,91998119,,內容,
,,,15AX-JPY41N,,聯合攻擊,,通常魔法,,,,魔,,,,普卡字紋鑽,,,,,,60399954,,內容,
,,,15AX-JPY41,,聯合攻擊,,通常魔法,,,,魔,,,,普卡,,,,,,60399954,,內容,
,,,15AX-JPY42N,,催眠術,,通常魔法,,,,魔,,,,普卡字紋鑽,,,,,,48642904,,內容,
